x,y,z,roll,pitch,yaw
0.38357484340667725,0.07346952706575394,0.5513594150543213,-2.8934216499328613,-0.1987120658159256,0.12699034810066223
0.38375794887542725,0.07347417622804642,0.5525535941123962,-2.8933467864990234,-0.20112468302249908,0.1269303858280182
0.38265907764434814,0.07552027702331543,0.5495209693908691,-2.895186424255371,-0.20202067494392395,0.12307539582252502
0.3834379017353058,0.0786857008934021,0.5430759787559509,-2.9065327644348145,-0.21764414012432098,0.12224197387695312
0.38460859656333923,0.08175108581781387,0.5371295809745789,-2.9117233753204346,-0.2231178730726242,0.12000297755002975
0.38626113533973694,0.08194130659103394,0.535659670829773,-2.913748264312744,-0.22206687927246094,0.1158873438835144
0.3894123435020447,0.08459073305130005,0.5291634202003479,-2.9199347496032715,-0.2225276380777359,0.10949983447790146
0.39642390608787537,0.08948386460542679,0.5211620330810547,-2.931595802307129,-0.22686609625816345,0.09584217518568039
0.40256744623184204,0.09273721277713776,0.5141305327415466,-2.940162420272827,-0.23393410444259644,0.08500775694847107
0.4122389554977417,0.0974767729640007,0.5036080479621887,-2.9498515129089355,-0.23994046449661255,0.06913746893405914
0.41918423771858215,0.10217917710542679,0.49534207582473755,-2.956317186355591,-0.24427735805511475,0.059001971036195755
0.4323652386665344,0.10918452590703964,0.48089998960494995,-2.9628217220306396,-0.24001045525074005,0.04718399792909622
0.4421667158603668,0.11320783197879791,0.4709218740463257,-2.9687156677246094,-0.23809365928173065,0.03786427527666092
0.45523568987846375,0.11822541803121567,0.4575773775577545,-2.9723992347717285,-0.22407202422618866,0.029367147013545036
0.46548783779144287,0.12252769619226456,0.44440707564353943,-2.977964162826538,-0.2153366059064865,0.01838991977274418
0.47764062881469727,0.12725336849689484,0.4293593466281891,-2.9893229007720947,-0.20376671850681305,0.005677030421793461
0.4867662787437439,0.12978699803352356,0.4167834222316742,-2.9993932247161865,-0.1918460875749588,-0.002434493973851204
0.5016696453094482,0.13550785183906555,0.39654341340065,-3.01798152923584,-0.17751452326774597,-0.015114580281078815
0.5087504386901855,0.13937512040138245,0.3848836421966553,-3.03357195854187,-0.17274601757526398,-0.02514040283858776
0.521310031414032,0.1436862200498581,0.36855435371398926,-3.0510032176971436,-0.1574038416147232,-0.036732375621795654
0.5303919315338135,0.14572501182556152,0.35564926266670227,-3.0618221759796143,-0.14737537503242493,-0.04446185380220413
0.5383169054985046,0.14818835258483887,0.34364619851112366,-3.0764498710632324,-0.1321285367012024,-0.05143308266997337
0.5462718605995178,0.1495269387960434,0.330997496843338,-3.0891592502593994,-0.11876882612705231,-0.05758035555481911
0.5555463433265686,0.14980308711528778,0.31882914900779724,-3.1025145053863525,-0.10268764197826385,-0.0659652054309845
0.5615946054458618,0.15080921351909637,0.31117138266563416,-3.1128745079040527,-0.09309420734643936,-0.07620547711849213
0.5700162649154663,0.14960543811321259,0.30121177434921265,-3.119518518447876,-0.08213090896606445,-0.08342884480953217
0.5753982663154602,0.1492346078157425,0.2936862111091614,-3.128486156463623,-0.0771242156624794,-0.09205968677997589
0.5809905529022217,0.1486438661813736,0.2869744300842285,-3.1357128620147705,-0.06780413538217545,-0.09812123328447342
0.585394024848938,0.1479826718568802,0.2804971933364868,-3.1414527893066406,-0.061162009835243225,-0.1019781306385994
0.5892054438591003,0.14681707322597504,0.2732890248298645,3.1361780166625977,-0.05388665944337845,-0.10608425736427307
0.5927689075469971,0.14641296863555908,0.2677317261695862,3.131389617919922,-0.0439506359398365,-0.10938471555709839
0.5957353711128235,0.14506924152374268,0.26064470410346985,3.1237828731536865,-0.03900240361690521,-0.11858732253313065
0.5979960560798645,0.14423643052577972,0.2556850016117096,3.1154613494873047,-0.0339275524020195,-0.12424305081367493
0.6010713577270508,0.14174050092697144,0.24859100580215454,3.1047468185424805,-0.024498015642166138,-0.12480568140745163
0.6024025082588196,0.14015944302082062,0.24359875917434692,3.096766471862793,-0.015698086470365524,-0.12763310968875885
0.6045079827308655,0.137393057346344,0.2353477030992508,3.0873284339904785,-0.0012004306772723794,-0.1275349110364914
0.6058752536773682,0.13513734936714172,0.22855299711227417,3.080324172973633,0.010011359117925167,-0.1285087913274765
0.6063822507858276,0.13320590555667877,0.22160829603672028,3.074707269668579,0.02256941981613636,-0.13080711662769318
0.6072417497634888,0.13215473294258118,0.21557913720607758,3.0668258666992188,0.03733515366911888,-0.13205407559871674
0.6071361899375916,0.13158456981182098,0.2091808021068573,3.062079429626465,0.051179490983486176,-0.13227832317352295
0.6074932813644409,0.13180802762508392,0.20409151911735535,3.0590953826904297,0.06181817129254341,-0.12982255220413208
0.6076802611351013,0.1330861747264862,0.1993381679058075,3.0548365116119385,0.06945880502462387,-0.12923964858055115
0.6075583100318909,0.13415952026844025,0.1951863020658493,3.052788257598877,0.07598202675580978,-0.12783721089363098
0.6088735461235046,0.136025533080101,0.1894369125366211,3.0490925312042236,0.08261016011238098,-0.12608768045902252
0.6095138788223267,0.13700027763843536,0.18571345508098602,3.0450797080993652,0.09148917347192764,-0.12367428839206696
0.610439658164978,0.13822634518146515,0.1820557415485382,3.0411643981933594,0.09551751613616943,-0.12352034449577332
0.6122146844863892,0.13895326852798462,0.17793960869312286,3.0395872592926025,0.09853149950504303,-0.12195490300655365
0.6138260364532471,0.13995064795017242,0.17399908602237701,3.0355536937713623,0.10248325765132904,-0.12208076566457748
0.6157931685447693,0.140658438205719,0.1706443727016449,3.031797170639038,0.10426990687847137,-0.12166327238082886
0.617567777633667,0.14117677509784698,0.16736675798892975,3.0289251804351807,0.10796837508678436,-0.12198250740766525
0.6188210248947144,0.14156804978847504,0.16488899290561676,3.0271143913269043,0.1085561066865921,-0.12145783007144928
0.6201929450035095,0.14219693839550018,0.16103000938892365,3.0229332447052,0.10840746015310287,-0.12074322998523712
0.6216984987258911,0.14244922995567322,0.1586463898420334,3.021196126937866,0.1086621880531311,-0.12053363025188446
0.6228948831558228,0.14249520003795624,0.15489411354064941,3.0177412033081055,0.11239602416753769,-0.12147881835699081
0.62380051612854,0.1425420194864273,0.1519005000591278,3.0149850845336914,0.11449221521615982,-0.12148541957139969
0.6246025562286377,0.14267925918102264,0.14833901822566986,3.0113565921783447,0.11822985112667084,-0.12175949662923813
0.6248844861984253,0.14269675314426422,0.14567986130714417,3.0091068744659424,0.12094166874885559,-0.12147761881351471
0.625548779964447,0.14292672276496887,0.14323607087135315,3.0074727535247803,0.12300059199333191,-0.11747416853904724
0.6258166432380676,0.143140971660614,0.14129729568958282,3.004448413848877,0.12410780042409897,-0.11618893593549728
0.6257398128509521,0.1435687094926834,0.13993385434150696,3.0020527839660645,0.1261192113161087,-0.11244335025548935
0.626327395439148,0.14407978951931,0.13934628665447235,3.0000452995300293,0.12663064897060394,-0.11112762987613678
0.6268845200538635,0.14474692940711975,0.13877126574516296,2.999931812286377,0.12714649736881256,-0.1099785715341568
0.6278762221336365,0.14658015966415405,0.13985507190227509,3.0019145011901855,0.12769928574562073,-0.10715317726135254
0.6272900700569153,0.14836005866527557,0.14038097858428955,3.0004847049713135,0.12753897905349731,-0.10280503332614899
0.627511203289032,0.1494942456483841,0.1401708722114563,2.999323844909668,0.12838782370090485,-0.0994008257985115
0.6275740265846252,0.15055465698242188,0.14043979346752167,2.9993584156036377,0.12671378254890442,-0.09739382565021515
0.6278093457221985,0.1513734608888626,0.14106008410453796,3.000687837600708,0.12709097564220428,-0.0952359214425087
0.6280504465103149,0.1514109969139099,0.1418754607439041,3.0020995140075684,0.1252969652414322,-0.09312991797924042
0.6277288198471069,0.15113288164138794,0.14298902451992035,3.001903533935547,0.1228751614689827,-0.09270727634429932
0.6278457045555115,0.15011025965213776,0.1456831693649292,3.0028889179229736,0.11831694841384888,-0.09148287773132324
0.6279084086418152,0.1490519493818283,0.14770525693893433,3.0033605098724365,0.1159563958644867,-0.09042028337717056
0.6270068287849426,0.14742767810821533,0.15337501466274261,3.0084080696105957,0.10981643944978714,-0.08686612546443939
0.6266325116157532,0.1466776430606842,0.1576520949602127,3.011343002319336,0.10077589005231857,-0.08405321091413498
0.6257687211036682,0.14655840396881104,0.1648797243833542,3.0162932872772217,0.08608367294073105,-0.08019924908876419
